text,novel,narrativeTime,speaker,dialogueTurn,speakerType,author,Turn,idCol,utteranceId,NumTurns,word,row_num,valence,number_emo_words,valence_straight_mean,speaker_word_turn,time_prep,valence_emo_mean,valence_emo_std,valence_in_home_base,valence_dist_home_base,valence_state,valence_disp_num,valence_disp_count,valence_low_disp_count,valence_high_disp_count,valence_peak_dist,valence_is_peak,valence_disp_dist,valence_disp_length,valence_rise_rate,valence_recovery_rate,valence_low_rise_rate,valence_low_recovery_rate,valence_high_rise_rate,valence_high_recovery_rate,speaker_num_steps,rolling_window_step,dialogue_turn,speaker_dialogue_turn,Identifier
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,SignOfFour,41,10,thought,429,0.6832,41,0.6709024390243901,33,0.8918918918918919,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,84,19,8,bookNovels
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,SignOfFour,42,10,speed,435,0.7894,41,0.6709024390243901,34,0.918918918918919,0.726811111111111,0.07235266937323115,0.0,0.00687507720001479,HIGH,8.0,9.0,3.0,7.0,0.008275077200014747,0.0,-1.0,2.0,0.008275077200014747,,,,0.008275077200014747,,37,85,20,9,bookNovels
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,SignOfFour,42,10,launch,438,0.7908,41,0.6709024390243901,35,0.9459459459459459,0.726811111111111,0.07235266937323115,0.0,0.008275077200014747,HIGH,8.0,9.0,3.0,7.0,0.008275077200014747,1.0,0.0,2.0,,,,,,,37,86,20,9,bookNovels
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,SignOfFour,42,10,yellow,439,0.7584,41,0.6709024390243901,36,0.972972972972973,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,87,20,9,bookNovels
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,SignOfFour,42,10,forgive,442,0.7270000000000001,41,0.6709024390243901,37,1.0,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,88,20,9,bookNovels
"I had not the smallest intention of asking him,",Persuasion,0.8335021952043229,Elizabeth,398,minor,Jane Austen,44,Persuasion,44,7,smallest,449,0.6546000000000001,35,0.6416571428571428,8,0.25806451612903225,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,89,21,2,bookNovels
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Persuasion,46,7,game,456,0.6468,35,0.6416571428571428,9,0.2903225806451613,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,90,22,3,bookNovels
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Persuasion,46,7,overcome,457,0.6489999999999999,35,0.6416571428571428,10,0.3225806451612903,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,91,22,3,bookNovels
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Persuasion,46,7,regretting,462,0.5603999999999999,35,0.6416571428571428,11,0.3548387096774194,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,92,22,3,bookNovels
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Persuasion,46,7,father,463,0.5604,35,0.6416571428571428,12,0.3870967741935484,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,93,22,3,bookNovels
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Persuasion,46,7,omit,466,0.5702,35,0.6416571428571428,13,0.41935483870967744,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,94,22,3,bookNovels
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Persuasion,46,7,opportunity,467,0.6108,35,0.6416571428571428,14,0.45161290322580644,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,95,22,3,bookNovels
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Persuasion,46,7,appear,472,0.6140000000000001,35,0.6416571428571428,15,0.4838709677419355,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,96,22,3,bookNovels
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Persuasion,46,7,advantage,473,0.7464000000000001,35,0.6416571428571428,16,0.5161290322580645,0.6400451612903226,0.1013144795520831,0.0,0.005040359157594376,HIGH,2.0,5.0,2.0,4.0,0.023840359157594304,0.0,-1.0,3.0,0.023840359157594304,,,,0.023840359157594304,,31,97,22,3,bookNovels
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Persuasion,46,7,company,474,0.7652,35,0.6416571428571428,17,0.5483870967741935,0.6400451612903226,0.1013144795520831,0.0,0.023840359157594304,HIGH,2.0,5.0,2.0,4.0,0.023840359157594304,1.0,0.0,3.0,,,,,,,31,98,22,3,bookNovels
"Oh! I lay no embargo on any body's words. If you will have such ideas! But, upon my word, I am scarcely sensible of his attentions being beyond those of other men.",Persuasion,0.8368794326241135,Elizabeth,402,minor,Jane Austen,47,Persuasion,47,7,embargo,482,0.745,35,0.6416571428571428,18,0.5806451612903226,0.6400451612903226,0.1013144795520831,0.0,0.0036403591575943084,HIGH,2.0,5.0,2.0,4.0,0.023840359157594304,0.0,1.0,3.0,,0.023840359157594304,,,,0.023840359157594304,31,99,23,4,bookNovels
"Oh! I lay no embargo on any body's words. If you will have such ideas! But, upon my word, I am scarcely sensible of his attentions being beyond those of other men.",Persuasion,0.8368794326241135,Elizabeth,402,minor,Jane Austen,47,Persuasion,47,7,will,485,0.697,35,0.6416571428571428,19,0.6129032258064516,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,100,23,4,bookNovels
"Oh! I lay no embargo on any body's words. If you will have such ideas! But, upon my word, I am scarcely sensible of his attentions being beyond those of other men.",Persuasion,0.8368794326241135,Elizabeth,402,minor,Jane Austen,47,Persuasion,47,7,scarcely,489,0.5664,35,0.6416571428571428,20,0.6451612903225806,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,101,23,4,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,tiresome,498,0.43100000000000005,35,0.6416571428571428,21,0.6774193548387096,0.6400451612903226,0.1013144795520831,0.0,0.10773068173823952,LOW,3.0,5.0,2.0,4.0,0.12853068173823956,0.0,-1.0,3.0,0.12853068173823956,,0.12853068173823956,,,,31,102,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,book,499,0.4102,35,0.6416571428571428,22,0.7096774193548387,0.6400451612903226,0.1013144795520831,0.0,0.12853068173823956,LOW,3.0,5.0,2.0,4.0,0.12853068173823956,1.0,0.0,3.0,,,,,,,31,103,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,read,503,0.5124,35,0.6416571428571428,23,0.7419354838709677,0.6400451612903226,0.1013144795520831,0.0,0.026330681738239603,LOW,3.0,5.0,2.0,4.0,0.12853068173823956,0.0,1.0,3.0,,0.12853068173823956,,0.12853068173823956,,,31,104,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,poems,506,0.5394,35,0.6416571428571428,24,0.7741935483870968,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,105,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,lady,510,0.6938,35,0.6416571428571428,25,0.8064516129032258,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,106,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,thought,515,0.8017999999999998,35,0.6416571428571428,26,0.8387096774193549,0.6400451612903226,0.1013144795520831,0.0,0.06044035915759416,HIGH,4.0,5.0,2.0,4.0,0.06044035915759416,1.0,0.0,2.0,,,,,,,31,107,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,dress,516,0.7934,35,0.6416571428571428,27,0.8709677419354839,0.6400451612903226,0.1013144795520831,0.0,0.05204035915759431,HIGH,4.0,5.0,2.0,4.0,0.06044035915759416,0.0,1.0,2.0,,0.06044035915759416,,,,0.06044035915759416,31,108,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,hideous,517,0.6636,35,0.6416571428571428,28,0.9032258064516129,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,109,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,taste,519,0.6574000000000001,35,0.6416571428571428,29,0.9354838709677419,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,110,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,ashamed,521,0.5178,35,0.6416571428571428,30,0.967741935483871,0.6400451612903226,0.1013144795520831,0.0,0.02093068173823953,LOW,5.0,5.0,2.0,4.0,0.02993068173823954,0.0,-1.0,2.0,0.02993068173823954,,0.02993068173823954,,,,31,111,24,5,bookNovels
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Persuasion,49,7,formal,523,0.5088,35,0.6416571428571428,31,1.0,0.6400451612903226,0.1013144795520831,0.0,0.02993068173823954,LOW,5.0,5.0,2.0,4.0,0.02993068173823954,1.0,0.0,2.0,,,,,,,31,112,24,5,bookNovels
it will then be early enough for expectation.,PrideAndPrejudice,0.8521543802327955,Elizabeth,1056,major,Jane Austen,50,PrideAndPrejudice,50,11,will,531,0.5997999999999999,30,0.6233333333333334,14,0.5384615384615384,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,113,25,8,bookNovels
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,PrideAndPrejudice,53,11,knowing,545,0.7518,30,0.6233333333333334,15,0.5769230769230769,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,114,26,9,bookNovels
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,PrideAndPrejudice,53,11,mother,546,0.782,30,0.6233333333333334,16,0.6153846153846154,0.5851,0.16284066445455198,0.0,0.021926324563377064,HIGH,3.0,5.0,3.0,3.0,0.09032632456337697,0.0,-2.0,5.0,0.045163162281688485,,,,0.045163162281688485,,26,115,26,9,bookNovels
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,PrideAndPrejudice,53,11,marry,549,0.8112,30,0.6233333333333334,17,0.6538461538461539,0.5851,0.16284066445455198,0.0,0.05112632456337707,HIGH,3.0,5.0,3.0,3.0,0.09032632456337697,0.0,-1.0,5.0,0.045163162281688485,,,,0.045163162281688485,,26,116,26,9,bookNovels
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,PrideAndPrejudice,53,11,planning,553,0.8503999999999999,30,0.6233333333333334,18,0.6923076923076923,0.5851,0.16284066445455198,0.0,0.09032632456337697,HIGH,3.0,5.0,3.0,3.0,0.09032632456337697,1.0,0.0,5.0,,,,,,,26,117,26,9,bookNovels
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,PrideAndPrejudice,53,11,confined,562,0.768,30,0.6233333333333334,19,0.7307692307692307,0.5851,0.16284066445455198,0.0,0.007926324563377052,HIGH,3.0,5.0,3.0,3.0,0.09032632456337697,0.0,1.0,5.0,,0.045163162281688485,,,,0.045163162281688485,26,118,26,9,bookNovels
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,PrideAndPrejudice,53,11,accept,566,0.7708,30,0.6233333333333334,20,0.7692307692307693,0.5851,0.16284066445455198,0.0,0.010726324563377077,HIGH,3.0,5.0,3.0,3.0,0.09032632456337697,0.0,2.0,5.0,,0.045163162281688485,,,,0.045163162281688485,26,119,26,9,bookNovels
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,PrideAndPrejudice,55,11,blame,569,0.6076,30,0.6233333333333334,21,0.8076923076923077,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,120,27,10,bookNovels
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,PrideAndPrejudice,55,11,betrayed,573,0.45280000000000004,30,0.6233333333333334,22,0.8461538461538461,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,121,27,10,bookNovels
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,PrideAndPrejudice,55,11,concerned,574,0.3324,30,0.6233333333333334,23,0.8846153846153846,0.5851,0.16284066445455198,0.0,0.08572632456337698,LOW,4.0,5.0,3.0,3.0,0.08572632456337698,1.0,0.0,1.0,,,,,,,26,122,27,10,bookNovels
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,PrideAndPrejudice,55,11,rest,578,0.4566,30,0.6233333333333334,24,0.9230769230769231,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,123,27,10,bookNovels
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,PrideAndPrejudice,55,11,generous,584,0.48719999999999997,30,0.6233333333333334,25,0.9615384615384616,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,124,27,10,bookNovels
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,PrideAndPrejudice,55,11,compassion,585,0.6112,30,0.6233333333333334,26,1.0,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,125,27,10,bookNovels
"I will promise to call you once by your Christian name. I do not say when, but perhaps you may guess where;--in the building in which N. takes M. for better, for worse.",Emma,0.9505073882855616,Emma,1525,major,Jane Austen,58,Emma,58,6,will,596,0.8024000000000001,43,0.7286511627906977,33,0.8461538461538461,0.722974358974359,0.07779532883593754,0.0,0.0016303121897035533,HIGH,4.0,5.0,3.0,3.0,0.01603031218970341,0.0,2.0,3.0,,0.008015156094851705,,,,0.008015156094851705,39,126,28,4,bookNovels
"I will promise to call you once by your Christian name. I do not say when, but perhaps you may guess where;--in the building in which N. takes M. for better, for worse.",Emma,0.9505073882855616,Emma,1525,major,Jane Austen,58,Emma,58,6,promise,597,0.7894,43,0.7286511627906977,34,0.8717948717948718,0.722974358974359,0.07779532883593754,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,39,127,28,4,bookNovels
"I will promise to call you once by your Christian name. I do not say when, but perhaps you may guess where;--in the building in which N. takes M. for better, for worse.",Emma,0.9505073882855616,Emma,1525,major,Jane Austen,58,Emma,58,6,building,604,0.7512000000000001,43,0.7286511627906977,35,0.8974358974358975,0.722974358974359,0.07779532883593754,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,39,128,28,4,bookNovels
"I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you.",Emma,0.9886060174470358,Emma,1583,major,Jane Austen,59,Emma,59,6,suspect,610,0.6218,43,0.7286511627906977,36,0.9230769230769231,0.722974358974359,0.07779532883593754,0.0,0.023379030138421464,LOW,5.0,5.0,3.0,3.0,0.10857903013842152,0.0,-1.0,4.0,0.10857903013842152,,0.10857903013842152,,,,39,129,29,5,bookNovels
"I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you.",Emma,0.9886060174470358,Emma,1583,major,Jane Austen,59,Emma,59,6,midst,611,0.5366,43,0.7286511627906977,37,0.9487179487179487,0.722974358974359,0.07779532883593754,0.0,0.10857903013842152,LOW,5.0,5.0,3.0,3.0,0.10857903013842152,1.0,0.0,4.0,,,,,,,39,130,29,5,bookNovels
"I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you.",Emma,0.9886060174470358,Emma,1583,major,Jane Austen,59,Emma,59,6,great,614,0.5885999999999999,43,0.7286511627906977,38,0.9743589743589743,0.722974358974359,0.07779532883593754,0.0,0.05657903013842158,LOW,5.0,5.0,3.0,3.0,0.10857903013842152,0.0,1.0,4.0,,0.05428951506921076,,0.05428951506921076,,,39,131,29,5,bookNovels
